Transaction ID,Customer ID,Customer Name,Receiver ID,Receiver Name,Transaction Amount,Date,Transaction Type,Country of Origin,Country of Destination,Risk Level,Method of Payment,Previous Flags,Suspicious Activity
21864323,43965,Laura Clayton,38684,John Rodriguez,581.3498222952621,2024-06-28,Transfer,Syrian Arab Republic,Northern Mariana Islands,Low,Bank Transfer,0,No
3424298,43965,Laura Clayton,34997,Nathan Patterson,58728.57784256298,2024-07-29,Transfer,United States Minor Outlying Islands,Taiwan,Medium,Digital Wallet,0,Yes
96992933,43965,Laura Clayton,6931,Amber Chan,820.6262586895364,2024-08-02,Payment,New Zealand,Libyan Arab Jamahiriya,Low,Cash,0,No
62930049,43965,Laura Clayton,34997,Nathan Patterson,59974.3387278833,2024-08-17,Withdrawal,Brazil,Swaziland,High,Credit Card,1,Yes
95444469,43965,Laura Clayton,65343,Brian Lawrence,989.9204628203582,2024-08-28,Payment,Yemen,Maldives,Low,Cash,0,No
80302566,43965,Laura Clayton,34997,Nathan Patterson,84971.87804069469,2024-09-05,Withdrawal,Cambodia,Portugal,High,Credit Card,2,Yes
45773159,13356,Samuel Maldonado,74948,Brittany Peterson,90395.57403796754,2024-02-03,Payment,China,Dominica,Medium,Bank Transfer,0,Yes
60938064,13356,Samuel Maldonado,32415,Anthony Henry,697.1008984552839,2024-02-24,Transfer,Burkina Faso,Egypt,Low,Credit Card,0,No
19286048,13356,Samuel Maldonado,74948,Brittany Peterson,624.7427856973695,2024-02-25,Payment,Montserrat,Indonesia,Low,Cash,0,No
95777755,13356,Samuel Maldonado,66521,Eric Bowers,445.8805145923325,2024-03-17,Deposit,Christmas Island,Brunei Darussalam,Low,Credit Card,0,No
29112622,13356,Samuel Maldonado,6931,Michael Deleon,846.0682778575376,2024-04-30,Withdrawal,Heard Island and McDonald Islands,India,Low,Digital Wallet,0,No
95530968,13356,Samuel Maldonado,62949,Mr. Nathan Rodriguez,660.9076081165101,2024-06-20,Withdrawal,Norway,Ukraine,Low,Digital Wallet,0,No
53294789,13356,Samuel Maldonado,39347,Kenneth Parker,704.4759762038498,2024-07-04,Deposit,Northern Mariana Islands,Jersey,Low,Cash,0,No
72476171,13356,Samuel Maldonado,74948,Brittany Peterson,56264.77210583236,2024-07-05,Payment,India,Kuwait,High,Cash,1,Yes
70512273,13356,Samuel Maldonado,74948,Brittany Peterson,70667.60337435495,2024-07-09,Payment,Tunisia,Maldives,High,Cash,2,Yes
68381852,13356,Samuel Maldonado,38684,Christine Williams MD,532.3518737399545,2024-08-21,Payment,Saint Vincent and the Grenadines,Mexico,Low,Digital Wallet,0,No
85857841,5028,Sonia Smith,70897,Kimberly Sanchez,411.9156656689306,2024-01-07,Payment,Falkland Islands (Malvinas),South Africa,Low,Cash,0,No
63181970,5028,Sonia Smith,97761,Jeremy Alexander,54831.465433398116,2024-01-19,Payment,Jamaica,New Caledonia,Medium,Credit Card,0,Yes
38405809,5028,Sonia Smith,97761,Jeremy Alexander,98456.90394247873,2024-03-10,Withdrawal,Tunisia,Senegal,High,Bank Transfer,1,Yes
88025513,5028,Sonia Smith,62949,Jasmine George,824.491529174216,2024-04-02,Withdrawal,Syrian Arab Republic,Saudi Arabia,Low,Digital Wallet,0,No
207487,5028,Sonia Smith,97761,Jeremy Alexander,60824.61219930266,2024-04-07,Deposit,Ecuador,Seychelles,High,Credit Card,2,Yes
74720076,5028,Sonia Smith,6931,Rhonda Rose,390.1288384021203,2024-04-15,Withdrawal,Kiribati,Iran,Low,Bank Transfer,0,No
20422613,5028,Sonia Smith,97761,Jeremy Alexander,796.222624225911,2024-06-08,Withdrawal,Solomon Islands,Puerto Rico,Low,Cash,0,No
77937795,5028,Sonia Smith,2612,William Mccormick,373.8414970315615,2024-07-07,Withdrawal,Rwanda,Czech Republic,Low,Credit Card,0,No
35144377,5028,Sonia Smith,34997,Nicole Montoya,487.86845493813075,2024-07-21,Deposit,Guinea-Bissau,French Southern Territories,Low,Bank Transfer,0,No
77833069,5028,Sonia Smith,66521,Chelsea Robinson,407.75328894857995,2024-08-10,Withdrawal,Czech Republic,Estonia,Low,Credit Card,0,No
14473173,34997,Holly Sparks,65343,Amanda King,557.043811263838,2024-01-22,Transfer,Paraguay,Zimbabwe,Low,Cash,0,No
21448851,34997,Holly Sparks,38684,Faith Lee,846.7243691147801,2024-02-23,Deposit,Cayman Islands,South Georgia and the South Sandwich Islands,Low,Bank Transfer,0,No
76782970,34997,Holly Sparks,61459,Mr. Hunter Lewis,527.8194967444234,2024-04-28,Deposit,Zimbabwe,Hong Kong,Low,Cash,0,No
12165438,34997,Holly Sparks,38684,Faith Lee,83886.52794263882,2024-05-23,Deposit,Puerto Rico,Bangladesh,Medium,Bank Transfer,0,Yes
12350349,34997,Holly Sparks,47694,Trevor Brown MD,536.2523925282501,2024-05-26,Transfer,North Macedonia,Morocco,Low,Digital Wallet,0,No
29800051,34997,Holly Sparks,32415,Christopher Burch,859.4157900107455,2024-05-29,Payment,Singapore,Eritrea,Low,Bank Transfer,0,No
38154151,34997,Holly Sparks,65343,Thomas Johnson,878.5137440977479,2024-05-31,Payment,Greenland,Kazakhstan,Low,Digital Wallet,0,No
6062497,34997,Holly Sparks,38684,Faith Lee,54181.87115618627,2024-08-07,Deposit,Netherlands,Seychelles,High,Credit Card,1,Yes
51509185,34997,Holly Sparks,38684,Faith Lee,89139.55363521188,2024-08-11,Deposit,Falkland Islands (Malvinas),Mexico,High,Digital Wallet,2,Yes
50233094,34997,Holly Sparks,6931,Michael Jefferson,887.6748138827747,2024-08-20,Deposit,Denmark,Malawi,Low,Digital Wallet,0,No
67339642,65343,Kimberly Morgan,45421,Mrs. Sara Thornton,672.956634222754,2024-02-07,Withdrawal,French Guiana,Samoa,Low,Bank Transfer,0,No
63711069,65343,Kimberly Morgan,7398,Eric Gay,987.8457953371798,2024-03-11,Deposit,Antarctica (the territory South of 60 deg S),Qatar,Low,Cash,0,No
13672873,65343,Kimberly Morgan,43965,Brandon Berger,342.6320434981494,2024-04-25,Deposit,Maldives,Vanuatu,Low,Digital Wallet,0,No
54482240,65343,Kimberly Morgan,43965,Brandon Berger,73603.92446081922,2024-05-05,Deposit,Zimbabwe,Canada,Medium,Credit Card,0,Yes
81898518,65343,Kimberly Morgan,43965,Brandon Berger,85793.37503001966,2024-06-05,Transfer,Croatia,Turkey,High,Cash,1,Yes
77029400,65343,Kimberly Morgan,62949,Susan Oneal,577.9036096576779,2024-06-12,Transfer,Kuwait,Niue,Low,Cash,0,No
68126525,65343,Kimberly Morgan,5028,Mr. Darren Gray,860.5303086272293,2024-06-17,Payment,Ethiopia,Afghanistan,Low,Bank Transfer,0,No
92595076,65343,Kimberly Morgan,43965,Brandon Berger,53899.061614830774,2024-07-03,Deposit,Venezuela,Guinea-Bissau,High,Digital Wallet,2,Yes
74669574,65343,Kimberly Morgan,13356,Karen Stafford,902.3685803261371,2024-08-11,Withdrawal,Albania,Italy,Low,Digital Wallet,0,No
99155927,65343,Kimberly Morgan,61459,Jason Chen,309.1835460660454,2024-08-20,Payment,San Marino,Tonga,Low,Credit Card,0,No
53787409,61459,Taylor Gibson DVM,6931,Micheal Silva,414.8151061436831,2024-01-02,Payment,Guadeloupe,Bosnia and Herzegovina,Low,Digital Wallet,0,No
46967469,61459,Taylor Gibson DVM,5028,Bradley White,93884.61297357688,2024-01-06,Transfer,Turks and Caicos Islands,South Africa,Medium,Credit Card,0,Yes
80481505,61459,Taylor Gibson DVM,5028,Bradley White,90317.8405187561,2024-01-23,Deposit,Guinea-Bissau,Bolivia,High,Credit Card,1,Yes
59908271,61459,Taylor Gibson DVM,47694,Corey Banks,880.9951377148456,2024-02-06,Withdrawal,Grenada,Antarctica (the territory South of 60 deg S),Low,Bank Transfer,0,No
8971588,61459,Taylor Gibson DVM,5028,Bradley White,351.7585484967813,2024-02-25,Transfer,Portugal,Niger,Low,Cash,0,No
90327737,61459,Taylor Gibson DVM,62949,William Curtis,654.5298603058391,2024-04-23,Payment,Saint Vincent and the Grenadines,Malawi,Low,Credit Card,0,No
76402157,61459,Taylor Gibson DVM,5028,Bradley White,57716.45407590295,2024-05-22,Deposit,Greenland,Benin,High,Digital Wallet,2,Yes
55363018,61459,Taylor Gibson DVM,13356,Melissa Perez,715.5610890661432,2024-06-09,Payment,Portugal,Austria,Low,Digital Wallet,0,No
49379434,61459,Taylor Gibson DVM,65343,Zachary Roth,780.1331316378905,2024-06-29,Payment,Tajikistan,Reunion,Low,Bank Transfer,0,No
93610328,61459,Taylor Gibson DVM,51205,Patrick Simpson,717.5174751450647,2024-09-26,Withdrawal,New Zealand,Central African Republic,Low,Digital Wallet,0,No
