Transaction ID,Customer ID,Customer Name,Receiver ID,Receiver Name,Transaction Amount,Date,Transaction Type,Country of Origin,Country of Destination,Risk Level,Method of Payment,Previous Flags,Suspicious Activity
80302566,43965,Laura Clayton,34997,Nathan Patterson,84971.87804,05-09-2024,Withdrawal,Cambodia,Portugal,High,Credit Card,2,Yes
45773159,13356,Samuel Maldonado,74948,Brittany Peterson,90395.57404,03-02-2024,Payment,China,Dominica,Medium,Bank Transfer,0,Yes
60938064,13356,Samuel Maldonado,32415,Anthony Henry,697.1008985,24-02-2024,Transfer,Burkina Faso,Egypt,Low,Credit Card,0,No
19286048,13356,Samuel Maldonado,74948,Brittany Peterson,624.7427857,25-02-2024,Payment,Montserrat,Indonesia,Low,Cash,0,No
95777755,13356,Samuel Maldonado,66521,Eric Bowers,445.8805146,17-03-2024,Deposit,Christmas Island,Brunei Darussalam,Low,Credit Card,0,No
29112622,13356,Samuel Maldonado,6931,Michael Deleon,846.0682779,30-04-2024,Withdrawal,Heard Island and McDonald Islands,India,Low,Digital Wallet,0,No
95530968,13356,Samuel Maldonado,62949,Mr. Nathan Rodriguez,660.9076081,20-06-2024,Withdrawal,Norway,Ukraine,Low,Digital Wallet,0,No
53294789,13356,Samuel Maldonado,39347,Kenneth Parker,704.4759762,04-07-2024,Deposit,Northern Mariana Islands,Jersey,Low,Cash,0,No
72476171,13356,Samuel Maldonado,74948,Brittany Peterson,56264.77211,05-07-2024,Payment,India,Kuwait,High,Cash,1,Yes
70512273,13356,Samuel Maldonado,74948,Brittany Peterson,70667.60337,09-07-2024,Payment,Tunisia,Maldives,High,Cash,2,Yes
68381852,13356,Samuel Maldonado,38684,Christine Williams MD,532.3518737,21-08-2024,Payment,Saint Vincent and the Grenadines,Mexico,Low,Digital Wallet,0,No
85857841,5028,Sonia Smith,70897,Kimberly Sanchez,411.9156657,07-01-2024,Payment,Falkland Islands (Malvinas),South Africa,Low,Cash,0,No
63181970,5028,Sonia Smith,97761,Jeremy Alexander,54831.46543,19-01-2024,Payment,Jamaica,New Caledonia,Medium,Credit Card,0,Yes
38405809,5028,Sonia Smith,97761,Jeremy Alexander,98456.90394,10-03-2024,Withdrawal,Tunisia,Senegal,High,Bank Transfer,1,Yes
88025513,5028,Sonia Smith,62949,Jasmine George,824.4915292,02-04-2024,Withdrawal,Syrian Arab Republic,Saudi Arabia,Low,Digital Wallet,0,No
207487,5028,Sonia Smith,97761,Jeremy Alexander,60824.6122,07-04-2024,Deposit,Ecuador,Seychelles,High,Credit Card,2,Yes
74720076,5028,Sonia Smith,6931,Rhonda Rose,390.1288384,15-04-2024,Withdrawal,Kiribati,Iran,Low,Bank Transfer,0,No
20422613,5028,Sonia Smith,97761,Jeremy Alexander,796.2226242,08-06-2024,Withdrawal,Solomon Islands,Puerto Rico,Low,Cash,0,No
77937795,5028,Sonia Smith,2612,William Mccormick,373.841497,07-07-2024,Withdrawal,Rwanda,Czech Republic,Low,Credit Card,0,No
35144377,5028,Sonia Smith,34997,Nicole Montoya,487.8684549,21-07-2024,Deposit,Guinea-Bissau,French Southern Territories,Low,Bank Transfer,0,No
77833069,5028,Sonia Smith,66521,Chelsea Robinson,407.7532889,10-08-2024,Withdrawal,Czech Republic,Estonia,Low,Credit Card,0,No
14473173,34997,Holly Sparks,65343,Amanda King,557.0438113,22-01-2024,Transfer,Paraguay,Zimbabwe,Low,Cash,0,No
21448851,34997,Holly Sparks,38684,Faith Lee,846.7243691,23-02-2024,Deposit,Cayman Islands,South Georgia and the South Sandwich Islands,Low,Bank Transfer,0,No
76782970,34997,Holly Sparks,61459,Mr. Hunter Lewis,527.8194967,28-04-2024,Deposit,Zimbabwe,Hong Kong,Low,Cash,0,No
12165438,34997,Holly Sparks,38684,Faith Lee,83886.52794,23-05-2024,Deposit,Puerto Rico,Bangladesh,Medium,Bank Transfer,0,Yes
12350349,34997,Holly Sparks,47694,Trevor Brown MD,536.2523925,26-05-2024,Transfer,North Macedonia,Morocco,Low,Digital Wallet,0,No
29800051,34997,Holly Sparks,32415,Christopher Burch,859.41579,29-05-2024,Payment,Singapore,Eritrea,Low,Bank Transfer,0,No
38154151,34997,Holly Sparks,65343,Thomas Johnson,878.5137441,31-05-2024,Payment,Greenland,Kazakhstan,Low,Digital Wallet,0,No
6062497,34997,Holly Sparks,38684,Faith Lee,54181.87116,07-08-2024,Deposit,Netherlands,Seychelles,High,Credit Card,1,Yes
51509185,34997,Holly Sparks,38684,Faith Lee,89139.55364,11-08-2024,Deposit,Falkland Islands (Malvinas),Mexico,High,Digital Wallet,2,Yes
50233094,34997,Holly Sparks,6931,Michael Jefferson,887.6748139,20-08-2024,Deposit,Denmark,Malawi,Low,Digital Wallet,0,No
67339642,65343,Kimberly Morgan,45421,Mrs. Sara Thornton,672.9566342,07-02-2024,Withdrawal,French Guiana,Samoa,Low,Bank Transfer,0,No
63711069,65343,Kimberly Morgan,7398,Eric Gay,987.8457953,11-03-2024,Deposit,Antarctica (the territory South of 60 deg S),Qatar,Low,Cash,0,No
13672873,65343,Kimberly Morgan,43965,Brandon Berger,342.6320435,25-04-2024,Deposit,Maldives,Vanuatu,Low,Digital Wallet,0,No
54482240,65343,Kimberly Morgan,43965,Brandon Berger,73603.92446,05-05-2024,Deposit,Zimbabwe,Canada,Medium,Credit Card,0,Yes
81898518,65343,Kimberly Morgan,43965,Brandon Berger,85793.37503,05-06-2024,Transfer,Croatia,Turkey,High,Cash,1,Yes
77029400,65343,Kimberly Morgan,62949,Susan Oneal,577.9036097,12-06-2024,Transfer,Kuwait,Niue,Low,Cash,0,No
68126525,65343,Kimberly Morgan,5028,Mr. Darren Gray,860.5303086,17-06-2024,Payment,Ethiopia,Afghanistan,Low,Bank Transfer,0,No
92595076,65343,Kimberly Morgan,43965,Brandon Berger,53899.06161,03-07-2024,Deposit,Venezuela,Guinea-Bissau,High,Digital Wallet,2,Yes
74669574,65343,Kimberly Morgan,13356,Karen Stafford,902.3685803,11-08-2024,Withdrawal,Albania,Italy,Low,Digital Wallet,0,No
99155927,65343,Kimberly Morgan,61459,Jason Chen,309.1835461,20-08-2024,Payment,San Marino,Tonga,Low,Credit Card,0,No
53787409,61459,Taylor Gibson DVM,6931,Micheal Silva,414.8151061,02-01-2024,Payment,Guadeloupe,Bosnia and Herzegovina,Low,Digital Wallet,0,No
46967469,61459,Taylor Gibson DVM,5028,Bradley White,93884.61297,06-01-2024,Transfer,Turks and Caicos Islands,South Africa,Medium,Credit Card,0,Yes
80481505,61459,Taylor Gibson DVM,5028,Bradley White,90317.84052,23-01-2024,Deposit,Guinea-Bissau,Bolivia,High,Credit Card,1,Yes
59908271,61459,Taylor Gibson DVM,47694,Corey Banks,880.9951377,06-02-2024,Withdrawal,Grenada,Antarctica (the territory South of 60 deg S),Low,Bank Transfer,0,No
8971588,61459,Taylor Gibson DVM,5028,Bradley White,351.7585485,25-02-2024,Transfer,Portugal,Niger,Low,Cash,0,No
90327737,61459,Taylor Gibson DVM,62949,William Curtis,654.5298603,23-04-2024,Payment,Saint Vincent and the Grenadines,Malawi,Low,Credit Card,0,No
76402157,61459,Taylor Gibson DVM,5028,Bradley White,57716.45408,22-05-2024,Deposit,Greenland,Benin,High,Digital Wallet,2,Yes
55363018,61459,Taylor Gibson DVM,13356,Melissa Perez,715.5610891,09-06-2024,Payment,Portugal,Austria,Low,Digital Wallet,0,No
49379434,61459,Taylor Gibson DVM,65343,Zachary Roth,780.1331316,29-06-2024,Payment,Tajikistan,Reunion,Low,Bank Transfer,0,No
93610328,61459,Taylor Gibson DVM,51205,Patrick Simpson,717.5174751,26-09-2024,Withdrawal,New Zealand,Central African Republic,Low,Digital Wallet,0,No
